episode,episode_return,episode_length,critic_loss,actor_loss,alpha,q_value,eval_return,gpu_memory_mb
61,5.839616082541117,10,0.0,0.0,0.2,0.0,,32.482816
62,5.543953434809694,10,0.0,0.0,0.2,0.0,,32.482816
63,5.74660395475954,10,0.0,0.0,0.2,0.0,,32.482816
64,5.512535316709478,10,0.0,0.0,0.2,0.0,,32.482816
65,5.600717588532127,10,0.0,0.0,0.2,0.0,,32.482816
66,5.807327205706996,10,0.0,0.0,0.2,0.0,,32.482816
67,5.971316103168045,10,0.0,0.0,0.2,0.0,,32.482816
68,5.435992656762982,10,0.0,0.0,0.2,0.0,,32.482816
69,5.8140352285603765,10,0.0,0.0,0.2,0.0,,32.482816
70,5.805865769378691,10,0.0,0.0,0.2,0.0,,32.482816
71,5.28893252808761,10,0.0,0.0,0.2,0.0,,32.482816
72,5.510010873873953,10,0.0,0.0,0.2,0.0,,32.482816
73,5.629681731139228,10,0.0,0.0,0.2,0.0,,32.482816
74,5.6850123152119885,10,0.0,0.0,0.2,0.0,,32.482816
75,5.685784859708288,10,0.0,0.0,0.2,0.0,,32.482816
76,6.09257537692908,10,0.0,0.0,0.2,0.0,,32.482816
77,5.728735499678688,10,0.0,0.0,0.2,0.0,,32.482816
78,5.7121060797297165,10,0.0,0.0,0.2,0.0,,32.482816
79,5.975779124233947,10,0.0,0.0,0.2,0.0,,32.482816
80,6.015898304816163,10,0.0,0.0,0.2,0.0,5.757612592915517,32.482816
81,5.589543491469053,10,0.0,0.0,0.2,0.0,,32.482816
82,5.7155482538857925,10,0.0,0.0,0.2,0.0,,32.482816
83,5.77656167462101,10,0.0,0.0,0.2,0.0,,32.482816
84,5.81694197425046,10,0.0,0.0,0.2,0.0,,32.482816
85,5.659394317386462,10,0.0,0.0,0.2,0.0,,32.482816
86,5.877694561897291,10,0.0,0.0,0.2,0.0,,32.482816
87,5.984143273472444,10,0.0,0.0,0.2,0.0,,32.482816
88,5.783376300075783,10,0.0,0.0,0.2,0.0,,32.482816
89,5.523251623295706,10,0.0,0.0,0.2,0.0,,32.482816
90,5.887764824035716,10,0.0,0.0,0.2,0.0,,32.482816
91,5.65050162151294,10,0.0,0.0,0.2,0.0,,32.482816
92,5.742346116020291,10,0.0,0.0,0.2,0.0,,32.482816
93,6.010595581011537,10,0.0,0.0,0.2,0.0,,32.482816
94,5.811970608034652,10,0.0,0.0,0.2,0.0,,32.482816
95,5.572918267509566,10,0.0,0.0,0.2,0.0,,32.482816
96,5.6912771448882955,10,0.0,0.0,0.2,0.0,,32.482816
97,6.013893975159031,10,0.0,0.0,0.2,0.0,,32.482816
98,5.433157550842,10,0.0,0.0,0.2,0.0,,32.482816
99,5.872576876315271,10,0.0,0.0,0.2,0.0,,32.482816
100,5.529634948348277,10,20.09149169921875,3.9495444297790527,0.9997000694274902,-0.05182690545916557,5.609540974101561,36.097024
101,5.833304862657301,10,466.6072723388672,16.92946586608887,0.9980495929718017,-0.4441242776811123,,36.097024
102,6.002200823610284,10,156.93630599975586,11.991745853424073,0.995033323764801,-1.4896032154560088,,36.097024
103,5.89014125738388,10,18.400184917449952,7.355233192443848,0.9919687211513519,-3.1430509805679323,,36.097024
104,5.683516693066945,10,15.731636810302735,4.973562622070313,0.9888509929180145,-3.3030088424682615,,36.097024
105,5.408896364135127,10,8.687977313995361,3.2635363340377808,0.9857199311256408,-2.1335939049720762,,36.097024
106,5.879537580028846,10,3.458565187454224,2.0987632393836977,0.9826053142547607,-1.055476725101471,,36.097024
107,5.531446968805074,10,2.92589590549469,1.4022905230522156,0.9795168697834015,-0.47492008805274966,,36.097024
108,5.733595840896226,10,2.7550909996032713,1.4302184104919433,0.9764545023441314,-0.4695214629173279,,36.097024
109,5.7518683126590595,10,2.6918704509735107,1.5075820922851562,0.9734169363975524,-0.6145192563533783,,36.097024
110,5.651261071325099,10,2.62359037399292,1.5684704780578613,0.9704009115695953,-0.6448132514953613,,36.097024
111,5.829381333569243,10,2.4755305528640745,1.5410385727882385,0.9674048900604248,-0.6295048356056213,,36.097024
112,5.527645118689264,10,2.4958375215530397,1.525828981399536,0.9644263565540314,-0.6336092352867126,,36.097024
113,6.058180815870836,10,2.5707499027252196,1.5503382086753845,0.9614642441272736,-0.6348096787929535,,36.097024
114,5.674317093249248,10,2.4270551204681396,1.5668584108352661,0.9585174441337585,-0.6752070307731628,,36.097024
115,5.558268423611247,10,2.4777177810668944,1.6127243399620057,0.9555848658084869,-0.6994302630424499,,36.097024
116,5.673289449071921,10,2.5284931659698486,1.6278043508529663,0.9526658713817596,-0.714944702386856,,36.097024
117,5.570523829504498,10,2.4587212920188906,1.5392629623413085,0.9497598648071289,-0.6501209616661072,,36.097024
118,5.232820217529955,10,2.538450765609741,1.6023408055305481,0.9468659996986389,-0.6611205399036407,,36.097024
119,5.679957076187586,10,2.3486866474151613,1.578562116622925,0.9439842164516449,-0.7140859067440033,,36.097024
120,5.6339239049144005,10,2.460241436958313,1.5971585512161255,0.9411131560802459,-0.728207814693451,5.722376477249217,36.097024
121,5.870304849805441,10,2.3702649116516112,1.566911518573761,0.938252979516983,-0.6934885561466217,,36.097024
122,5.718291067412649,10,2.589207673072815,1.6430516600608827,0.935403686761856,-0.7633441329002381,,36.097024
123,5.602970013222474,10,2.5124354124069215,1.5868212223052978,0.9325653493404389,-0.701634269952774,,36.097024
124,5.941631094485219,10,2.2175145387649535,1.6477688312530518,0.9297375977039337,-0.7793674349784852,,36.097024
125,5.7881532790816905,10,2.352546215057373,1.588607943058014,0.9269199311733246,-0.7070420205593109,,36.097024
126,5.579122536428078,10,2.2221161484718324,1.6624746203422547,0.9241122901439667,-0.7666527926921844,,36.097024
127,5.560600491840702,10,2.24466335773468,1.630771231651306,0.9213148176670074,-0.7699743628501892,,36.097024
128,5.993497659424898,10,2.405315864086151,1.6396716594696046,0.9185269773006439,-0.7356082618236541,,36.097024
129,5.5111085538678415,10,2.225923466682434,1.5801005721092225,0.9157489180564881,-0.7370398819446564,,36.097024
130,5.691153851487403,10,2.2048896670341493,1.6936615347862243,0.9129803121089936,-0.768310809135437,,36.097024
131,5.866883380701612,10,2.228508162498474,1.573530650138855,0.9102214574813843,-0.7293375968933106,,36.097024
132,5.8299391541250465,10,2.161585545539856,1.607624900341034,0.9074711799621582,-0.7548379004001617,,36.097024
133,5.712695473548373,10,2.313768446445465,1.5974472880363464,0.9047299444675445,-0.7425046980381012,,36.097024
134,5.736040197697355,10,2.2499680876731873,1.5617098927497863,0.9019977867603302,-0.7096908807754516,,36.097024
135,5.747365191456591,10,2.116390514373779,1.6651699900627137,0.8992746651172638,-0.8181428730487823,,36.097024
136,5.486912614298569,10,2.2731308579444884,1.5718668341636657,0.8965603590011597,-0.7245449244976043,,36.097024
137,5.700642025438373,10,2.209102761745453,1.6078204751014709,0.8938550531864167,-0.7595049619674683,,36.097024
138,5.660381701876879,10,2.1403239965438843,1.6181047558784485,0.8911587774753571,-0.7517786741256713,,36.097024
139,6.109045728892948,10,2.089078414440155,1.5794912815093993,0.8884713172912597,-0.7576127767562866,,36.097024
140,6.043785194997268,10,2.1470208168029785,1.5807373166084289,0.8857920050621033,-0.7391979277133942,5.5794946969159165,36.097024
141,5.973850283978416,10,2.0830453634262085,1.51986882686615,0.8831211030483246,-0.71979119181633,,36.097024
142,5.865569313593991,10,2.0418935298919676,1.588646125793457,0.8804586052894592,-0.7619907319545746,,36.097024
143,5.3920333843854165,10,2.119269871711731,1.6064499139785766,0.8778051555156707,-0.7587599992752075,,36.097024
144,5.425107795452681,10,2.0282355308532716,1.5371186494827271,0.8751606285572052,-0.702343761920929,,36.097024
145,5.865732085446592,10,2.1461981296539308,1.514284646511078,0.8725240707397461,-0.7201108008623123,,36.097024
146,5.30823057420545,10,2.0164480805397034,1.5355125784873962,0.8698952674865723,-0.737743616104126,,36.097024
147,5.455848440038167,10,2.0292314291000366,1.5960146903991699,0.8672751247882843,-0.7598301768302917,,36.097024
148,5.717666008269561,10,2.0332997322082518,1.6026120066642762,0.8646636247634888,-0.7909521341323853,,36.097024
149,5.680414005816818,10,1.9502887010574341,1.4738543629646301,0.8620599508285522,-0.6708635270595551,,36.097024
150,5.84908050402489,10,2.0458728075027466,1.5869336247444152,0.8594644248485566,-0.8031803071498871,,36.097024
151,5.58326639760446,10,1.9216315269470214,1.631764042377472,0.8568769991397858,-0.7877123355865479,,36.097024
152,5.92141197822611,10,1.8185877442359923,1.5357600569725036,0.8542982816696167,-0.7501787662506103,,36.097024
153,5.830888047645723,10,1.7846102952957152,1.5899359583854675,0.8517273426055908,-0.7775719106197357,,36.097024
154,5.658539784754009,10,1.8424074292182921,1.563098919391632,0.8491647481918335,-0.7421516716480255,,36.097024
155,5.473033993878049,10,1.8381105303764342,1.601116943359375,0.846610176563263,-0.785845285654068,,36.097024
156,5.768780952406554,10,1.9309071063995362,1.5527121663093566,0.8440636456012726,-0.7323027372360229,,36.097024
157,5.712978625608923,10,1.8093688011169433,1.5026672959327698,0.8415250241756439,-0.7256444215774536,,36.097024
158,5.536688814750757,10,1.7501672983169556,1.5506984114646911,0.8389937937259674,-0.7610067188739776,,36.097024
159,5.734031642021729,10,1.7666989088058471,1.5804374933242797,0.8364703059196472,-0.7992097437381744,,36.097024
160,5.457487132469717,10,1.8373970627784728,1.5754493355751038,0.8339548707008362,-0.7706568956375122,5.6644740073984945,36.097024
161,5.910503731638503,10,1.8538984298706054,1.4719182848930359,0.8314473152160644,-0.680546760559082,,36.097024
162,5.337113507624019,10,1.7713016390800476,1.5404184579849243,0.8289474666118621,-0.772928637266159,,36.097024
163,5.7346056980654305,10,1.7105718851089478,1.609092617034912,0.826455169916153,-0.8127228558063507,,36.097024
164,6.053563666533717,10,1.785631775856018,1.5102782130241394,0.8239707589149475,-0.7256180226802826,,36.097024
165,5.546199764151696,10,1.672465944290161,1.5091825485229493,0.8214938461780548,-0.7536495089530945,,36.097024
166,5.750726060525922,10,1.6611687421798706,1.5872169971466064,0.8190245032310486,-0.7741520404815674,,36.097024
167,5.61504878441658,10,1.7634531259536743,1.5084266662597656,0.8165633201599121,-0.7362017512321473,,36.097024
168,5.672511032508893,10,1.7398588538169861,1.5831969857215882,0.8141095757484436,-0.7759149849414826,,36.097024
169,5.509350434890067,10,1.684285318851471,1.556957745552063,0.8116639018058777,-0.7591493666172028,,36.097024
170,5.842415517428651,10,1.7223729491233826,1.4739253401756287,0.8092254519462585,-0.7175819575786591,,36.097024
171,5.809622519722165,10,1.628716731071472,1.5155518054962158,0.8067937612533569,-0.7812897801399231,,36.097024
172,5.696833301566472,10,1.7217080473899842,1.521920382976532,0.804369306564331,-0.7519989728927612,,36.097024
173,5.490991343451398,10,1.5728655338287354,1.5330696940422057,0.8019527912139892,-0.7593397796154022,,36.097024
174,5.548270922791102,10,1.6221034169197082,1.5344321489334107,0.7995435118675231,-0.7832426071166992,,36.097024
175,5.439967748406338,10,1.60736985206604,1.5167078137397767,0.7971416234970092,-0.7394244551658631,,36.097024
176,5.6558195034520775,10,1.474503231048584,1.5150622725486755,0.7947474360466004,-0.7655653238296509,,36.097024
177,5.8571104853446165,10,1.6645641565322875,1.5272518873214722,0.7923604488372803,-0.7600358307361603,,36.097024
178,5.8614746796513755,10,1.5022473335266113,1.5111220717430114,0.7899806499481201,-0.7591295957565307,,36.097024
179,5.857189094432247,10,1.502381694316864,1.493141520023346,0.7876080393791198,-0.7537898421287537,,36.097024
180,5.580494492790279,10,1.4914581060409546,1.4767242789268493,0.7852426767349243,-0.7326354682445526,5.63329208868377,36.097024
181,5.531383235662699,10,1.6142066717147827,1.5101584434509276,0.7828846395015716,-0.7540280818939209,,36.097024
182,5.572092379873845,10,1.4073272109031678,1.4796214342117309,0.7805338382720948,-0.720359718799591,,36.097024
183,5.5430439280444945,10,1.569929301738739,1.5487806797027588,0.7781904757022857,-0.7938355028629303,,36.097024
184,5.558500491915067,10,1.471129333972931,1.5164369344711304,0.7758540153503418,-0.7883369624614716,,36.097024
185,5.657657469781353,10,1.4498198270797729,1.49132080078125,0.773524284362793,-0.7867414236068726,,36.097024
186,5.509348072181748,10,1.480512225627899,1.4686866998672485,0.7712012708187104,-0.7541120171546936,,36.097024
187,5.687207626894294,10,1.4873940706253053,1.4637564659118651,0.7688852787017822,-0.7494913041591644,,36.097024
188,5.719103557725363,10,1.440372848510742,1.400612735748291,0.7665763318538665,-0.6937064945697784,,36.097024
189,6.121555926995807,10,1.4483861804008484,1.4561096906661988,0.7642744898796081,-0.7404973268508911,,36.097024
190,5.5655146387112975,10,1.3904141187667847,1.4688995957374573,0.7619799196720123,-0.7402677595615387,,36.097024
191,5.477277492672546,10,1.3990750670433045,1.430017638206482,0.7596921980381012,-0.7327862024307251,,36.097024
192,5.885875861201315,10,1.4381980061531068,1.421138846874237,0.75741126537323,-0.715717077255249,,36.097024
193,5.8543263451667045,10,1.420932376384735,1.4797435641288756,0.7551374435424805,-0.7529299199581146,,36.097024
194,5.9814382498001795,10,1.3747867226600647,1.4173332810401917,0.7528709053993226,-0.696178674697876,,36.097024
195,5.409498414736219,10,1.481040072441101,1.4721703052520752,0.750611275434494,-0.7586238026618958,,36.097024
196,5.368509695333682,10,1.3465555906295776,1.3921506762504579,0.7483583331108093,-0.6837419450283051,,36.097024
197,6.05376366324227,10,1.3816743731498717,1.429335069656372,0.746112459897995,-0.720380038022995,,36.097024
198,5.759619361430621,10,1.3740745425224303,1.3584559679031372,0.7438732862472535,-0.6769595742225647,,36.097024
199,5.793458669839437,10,1.405004894733429,1.3708497524261474,0.7416402518749237,-0.6911142885684967,,36.097024
200,5.623212726230299,10,1.306440567970276,1.3360377192497253,0.7394137442111969,-0.6729269742965698,5.742220605623735,36.097024
201,5.686212595009815,10,1.2380543231964112,1.3329472899436952,0.737194013595581,-0.6634170711040497,,36.097024
202,5.919676320428993,10,1.341668176651001,1.4038556575775147,0.734981256723404,-0.6860139906406403,,36.097024
203,5.857131111608567,10,1.3796154737472535,1.358147096633911,0.7327757716178894,-0.6591922104358673,,36.097024
204,5.586886283092346,10,1.4127667665481567,1.3122459292411803,0.7305770754814148,-0.6300293505191803,,36.097024
205,5.554205107306537,10,1.3150853753089904,1.3110078811645507,0.7283847391605377,-0.6442564785480499,,36.097024
206,5.716232008963658,10,1.295551562309265,1.3399308681488038,0.7261986911296845,-0.6453356564044952,,36.097024
207,5.662026205670271,10,1.2163251996040345,1.3741430521011353,0.7240195631980896,-0.6967521488666535,,36.097024
208,5.312443635326127,10,1.3366833925247192,1.3333545923233032,0.7218471467494965,-0.6512792766094208,,36.097024
209,5.927722887914827,10,1.3166234135627746,1.2759328365325928,0.7196812987327575,-0.6138252377510071,,36.097024
210,5.528042914610301,10,1.3122744679450988,1.2782338738441468,0.717521733045578,-0.6138052642345428,,36.097024
211,5.820955816367478,10,1.2619638204574586,1.3328577518463134,0.71536865234375,-0.6575696885585784,,36.097024
212,5.860349808639558,10,1.1774397790431976,1.3250162243843078,0.7132224380970001,-0.6380158066749573,,36.097024
213,5.778773868435206,10,1.2625548481941222,1.2933335661888123,0.7110828816890716,-0.6096970230340958,,36.097024
214,5.998162213756446,10,1.2098560810089112,1.2503764510154725,0.708949875831604,-0.5893052279949188,,36.097024
215,5.512950287448487,10,1.1674087762832641,1.334984827041626,0.706823068857193,-0.6717675447463989,,36.097024
216,5.655984241626017,10,1.3131454944610597,1.2846104979515076,0.7047025680541992,-0.6162611186504364,,36.097024
217,5.7829539167041375,10,1.2205220937728882,1.2594138622283935,0.7025886237621307,-0.5903373777866363,,36.097024
218,5.737478154663588,10,1.2361783862113953,1.2582101225852966,0.7004811227321625,-0.5974910289049149,,36.097024
219,5.508818093278514,10,1.253631579875946,1.2549906492233276,0.6983800053596496,-0.5946776688098907,,36.097024
220,5.601044576754951,10,1.2907307386398315,1.185202169418335,0.696285218000412,-0.5177650839090348,5.696738539875984,36.097024
221,5.9283688180451,10,1.1397397875785829,1.2099241137504577,0.6941965997219086,-0.5656885147094727,,36.097024
222,5.849407297932955,10,1.2216355204582214,1.2538237810134887,0.6921142995357513,-0.5914204001426697,,36.097024
223,5.661724429669039,10,1.1816675126552583,1.218273651599884,0.6900385022163391,-0.5694604098796845,,36.097024
224,5.492910631059478,10,1.1557550191879273,1.2032841920852662,0.6879687309265137,-0.5598455011844635,,36.097024
225,5.741987954952322,10,1.1143879890441895,1.1883930325508119,0.6859051823616028,-0.5316093802452088,,36.097024
226,6.065225087937289,10,1.1581528782844543,1.1408526301383972,0.6838479936122894,-0.5039629727602005,,36.097024
227,5.75787432718693,10,1.1144280791282655,1.1585515022277832,0.6817969024181366,-0.5224309504032135,,36.097024
228,6.085858520588341,10,1.123417615890503,1.156556534767151,0.6797519147396087,-0.5099922150373459,,36.097024
229,5.658761014329772,10,1.172926700115204,1.1754167556762696,0.6777132511138916,-0.525722274184227,,36.097024
230,5.559127560590284,10,1.1564082145690917,1.1628417491912841,0.6756810009479522,-0.524397349357605,,36.097024
231,5.894772283880392,10,1.1358489036560058,1.0853491306304932,0.6736546397209168,-0.4641177535057068,,36.097024
232,5.688035622257231,10,1.1148013174533844,1.0773213922977447,0.6716338455677032,-0.4655634015798569,,36.097024
233,5.5251432597750405,10,1.152727210521698,1.089210033416748,0.6696191310882569,-0.4750544548034668,,36.097024
234,5.769734565134041,10,1.1039035439491272,1.1119301557540893,0.6676106333732605,-0.48652481734752656,,36.097024
235,5.665162122447639,10,1.0973523437976838,1.003751415014267,0.6656082034111023,-0.40210739374160764,,36.097024
236,5.751276169095561,10,1.0854837357997895,1.0901692271232606,0.6636115610599518,-0.48908081352710725,,36.097024
237,5.501154754280661,10,1.093159157037735,1.0645202219486236,0.6616209805011749,-0.4397952824831009,,36.097024
238,5.8607205722985745,10,1.0945204377174378,1.1000580072402955,0.6596367001533509,-0.49444944858551027,,36.097024
239,5.7384428087933586,10,1.0618302941322326,1.1024761915206909,0.6576584994792938,-0.4555136561393738,,36.097024
240,5.7073172936240795,10,1.008320951461792,1.1204508185386657,0.6556869506835937,-0.4602136254310608,5.770199552490313,36.097024
241,5.956266016152581,10,1.0806429982185364,1.0214913070201874,0.6537213861942291,-0.43621878027915956,,36.097024
242,5.758618435209244,10,1.0629418313503265,1.0202080667018891,0.6517609477043151,-0.42257196009159087,,36.097024
243,5.883270742187357,10,1.1043633818626404,0.9845676183700561,0.649806272983551,-0.3877154320478439,,36.097024
244,5.589143574997342,10,1.119585746526718,1.0291258633136748,0.6478576004505158,-0.40743785798549653,,36.097024
245,5.307525274786409,10,1.0601111888885497,0.9781267762184143,0.6459149062633515,-0.37300402522087095,,36.097024
246,5.872946633856324,10,0.942324560880661,1.005934226512909,0.6439781904220581,-0.386303448677063,,36.097024
247,5.674713904551681,10,1.0453766644001008,0.9016046226024628,0.642047256231308,-0.3382346600294113,,36.097024
248,5.660388639054934,10,1.107258176803589,0.9815109193325042,0.6401215076446534,-0.39603537917137144,,36.097024
249,5.722689169040623,10,1.0118370652198792,0.9637244343757629,0.6382017612457276,-0.3766248196363449,,36.097024
250,5.594346675917881,10,0.984290337562561,0.9464221179485321,0.6362878561019898,-0.3536563977599144,,36.097024
251,5.360719797034622,10,1.0852044820785522,0.9228486239910125,0.6343799471855164,-0.32971243262290956,,36.097024
252,5.8562294038278235,10,1.0153074264526367,0.9410382091999054,0.6324778318405151,-0.34187331199646,,36.097024
253,5.923904833738893,10,0.9860677897930146,0.9580603837966919,0.6305815756320954,-0.33930609822273256,,36.097024
254,5.95351651845382,10,1.0368384778499604,0.9819241821765899,0.628691452741623,-0.3836871117353439,,36.097024
255,5.651905665369351,10,0.993418526649475,0.8952045679092407,0.6268068611621856,-0.3085033491253853,,36.097024
256,6.046579056357259,10,0.9959208786487579,0.8793176949024201,0.6249276876449585,-0.29236774146556854,,36.097024
257,5.779564979665922,10,0.948849493265152,0.9004576861858368,0.6230542600154877,-0.30198330283164976,,36.097024
258,5.818813972849157,10,1.016018956899643,0.8558706402778625,0.6211863815784454,-0.29435463547706603,,36.097024
259,5.57768334500404,10,0.9562874436378479,0.8863594114780426,0.6193238735198975,-0.295533786714077,,36.097024
260,5.486185775047867,10,0.925342470407486,0.8608267605304718,0.6174672722816468,-0.27146359980106355,5.62992988652167,36.097024
261,5.780268239543317,10,0.9461108982563019,0.8169322192668915,0.6156162440776825,-0.2411261111497879,,36.097024
262,5.589810611512254,10,0.9197188377380371,0.8381642401218414,0.6137707352638244,-0.25724041759967803,,36.097024
263,5.842340710080636,10,0.943249523639679,0.8180867373943329,0.6119307398796081,-0.25500255525112153,,36.097024
264,5.747339029624353,10,0.8879333198070526,0.8678037643432617,0.6100961685180664,-0.2800698921084404,,36.097024
265,5.401799313696043,10,0.9464462041854859,0.7730413913726807,0.6082674503326416,-0.21025958508253098,,36.097024
266,5.679755848607493,10,0.9178583025932312,0.7844684481620788,0.6064439535140991,-0.21232812404632567,,36.097024
267,5.872680721869323,10,0.8756035327911377,0.780741024017334,0.6046258985996247,-0.2040961354970932,,36.097024
268,5.606472373906591,10,0.8976549565792084,0.7644876062870025,0.6028136134147644,-0.18457993119955063,,36.097024
269,5.651736725081893,10,0.8702493488788605,0.7748192310333252,0.6010067880153656,-0.20421797558665275,,36.097024
270,5.804997463623545,10,0.8597163200378418,0.741974800825119,0.5992053389549256,-0.18425120487809182,,36.097024
271,5.6777489418594,10,0.8560821533203125,0.7208881318569184,0.5974089562892914,-0.17965071201324462,,36.097024
272,5.3760881755080705,10,0.9054408311843872,0.7398020446300506,0.5956178843975067,-0.18275542333722114,,36.097024
273,5.618295337388411,10,0.8226642370223999,0.7392330050468445,0.5938323140144348,-0.18722984939813614,,36.097024
274,5.713834847308277,10,0.8374367237091065,0.7027419209480286,0.5920521497726441,-0.13447180837392808,,36.097024
275,5.762568566128956,10,0.8431328892707824,0.6893912315368652,0.5902774512767792,-0.12860195711255074,,36.097024
276,5.906857146980121,10,0.8598982810974121,0.6608489781618119,0.5885082900524139,-0.11045613195747137,,36.097024
277,5.670519395450767,10,0.8657887697219848,0.6884017646312713,0.5867443978786469,-0.1283259207382798,,36.097024
278,5.788294224015704,10,0.8207932114601135,0.6278846502304077,0.5849857330322266,-0.07588736405596137,,36.097024
279,5.648278415046156,10,0.842276531457901,0.6114097774028778,0.5832321763038635,-0.07313523581251502,,36.097024
280,6.130548785174885,10,0.8132315635681152,0.6494574785232544,0.5814838349819184,-0.10534614361822606,5.794774314137896,36.097024
281,5.606016007757206,10,0.8600249528884888,0.593060877919197,0.579740846157074,-0.0497571705840528,,36.097024
282,5.796225029673494,10,0.8107177972793579,0.5825045883655549,0.5780030190944672,-0.044776838086545465,,36.097024
283,5.949872461044559,10,0.8623615980148316,0.5804977864027023,0.5762705028057098,-0.04098357018083334,,36.097024
284,5.435362951549048,10,0.8104289293289184,0.5892286419868469,0.5745432615280152,-0.04320320682600141,,36.097024
285,6.160286586606564,10,0.8034688353538513,0.5662373304367065,0.5728213310241699,-0.03720027199015021,,36.097024
286,5.497573109996712,10,0.8645630419254303,0.5222631633281708,0.5711042404174804,-0.0017533946316689252,,36.097024
287,5.811625007899773,10,0.7913322150707245,0.5748184800148011,0.569392329454422,-0.01909647644497454,,36.097024
288,5.891607358806313,10,0.8017655670642853,0.5174647539854049,0.5676858067512512,0.004943683696910739,,36.097024
289,5.697190113525899,10,0.7830844938755035,0.46370670199394226,0.5659839987754822,0.05884404815733433,,36.097024
290,5.652857227762965,10,0.8500898540019989,0.5116209983825684,0.5642873704433441,0.008802373567596078,,36.097024
